school_year,division_number,division_name,school_number,school_name,ft_count,pt_count,total_count
2024-2025,113,Harrisonburg City,50,Keister Elementary,475,NA,475
2024-2025,113,Harrisonburg City,20,Rocktown High School,1011,1,1012
2024-2025,113,Harrisonburg City,111,Skyline Middle,738,NA,738
2024-2025,113,Harrisonburg City,110,Smithland Elementary,514,NA,514
2024-2025,113,Harrisonburg City,60,Spotswood Elementary,468,NA,468
2024-2025,113,Harrisonburg City,191,Stone Spring Elementary,554,NA,554
2024-2025,113,Harrisonburg City,80,Thomas Harrison Middle,771,NA,771
2024-2025,113,Harrisonburg City,30,Waterman Elementary,557,NA,557
2024-2025,43,Henrico County,450,Anthony P. Mehfoud Elementary,330,NA,330
2024-2025,43,Henrico County,320,Arthur Ashe Jr. Elementary,425,NA,425
2024-2025,43,Henrico County,500,Brookland Middle,1034,NA,1034
2024-2025,43,Henrico County,120,Cashell Donahoe Elementary,526,NA,526
2024-2025,43,Henrico County,590,Chamberlayne Elementary,389,NA,389
2024-2025,43,Henrico County,530,Charles M. Johnson Elementary,423,NA,423
2024-2025,43,Henrico County,93,Colonial Trail Elementary,710,NA,710
2024-2025,43,Henrico County,400,Crestview Elementary,388,NA,388
2024-2025,43,Henrico County,82,David A. Kaechele Elementary,455,NA,455
2024-2025,43,Henrico County,160,Deep Run High,1992,NA,1992
2024-2025,43,Henrico County,410,Douglas S. Freeman High,1881,NA,1881
2024-2025,43,Henrico County,700,Dumbarton Elementary,684,NA,684
2024-2025,43,Henrico County,300,Echo Lake Elementary,506,NA,506
2024-2025,43,Henrico County,680,Elizabeth Holladay Elementary,859,NA,859
2024-2025,43,Henrico County,92,Elko Middle,695,NA,695
2024-2025,43,Henrico County,200,Fair Oaks Elementary,330,NA,330
2024-2025,43,Henrico County,510,Fairfield Middle,936,NA,936
2024-2025,43,Henrico County,150,Gayton Elementary,605,NA,605
2024-2025,43,Henrico County,470,George F. Baker Elementary,462,NA,462
2024-2025,43,Henrico County,390,George H. Moody Middle,1086,NA,1086
2024-2025,43,Henrico County,20,Glen Allen Elementary,578,NA,578
2024-2025,43,Henrico County,96,Glen Allen High,1939,NA,1939
2024-2025,43,Henrico County,380,Glen Lea Elementary,461,NA,461
2024-2025,43,Henrico County,260,Greenwood Elementary,649,NA,649
2024-2025,43,Henrico County,420,Harold Macon Ratcliffe Elementary,417,NA,417
2024-2025,43,Henrico County,94,Harvie Elementary,497,NA,497
2024-2025,43,Henrico County,610,Henrico High,1300,NA,1300
2024-2025,43,Henrico County,83,Henrico Virtual Academy,526,NA,526
2024-2025,43,Henrico County,330,Henry D. Ward Elementary,526,NA,526
2024-2025,43,Henrico County,670,Hermitage High,1719,NA,1719
2024-2025,43,Henrico County,640,Highland Springs Elementary,469,NA,469
2024-2025,43,Henrico County,190,Highland Springs High,1928,NA,1928
2024-2025,43,Henrico County,95,Holman Middle,862,NA,862
2024-2025,43,Henrico County,100,Hungary Creek Middle,834,NA,834
2024-2025,43,Henrico County,620,Jackson Davis Elementary,535,NA,535
2024-2025,43,Henrico County,660,Jacob L. Adams Elementary,453,NA,453
2024-2025,43,Henrico County,600,John Randolph Tucker High,2132,NA,2132
2024-2025,43,Henrico County,130,John Rolfe Middle,874,NA,874
2024-2025,43,Henrico County,250,L. Douglas Wilder Middle,758,NA,758
2024-2025,43,Henrico County,430,Laburnum Elementary,466,NA,466
2024-2025,43,Henrico County,370,Lakeside Elementary,397,NA,397
2024-2025,43,Henrico County,50,Longdale Elementary,476,NA,476
2024-2025,43,Henrico County,490,Maude Trevvett Elementary,578,NA,578
2024-2025,43,Henrico County,540,Maybeury Elementary,691,NA,691
2024-2025,43,Henrico County,140,Mills E. Godwin High,1702,NA,1702
2024-2025,43,Henrico County,210,Montrose Elementary,341,NA,341
2024-2025,43,Henrico County,270,Nuckols Farm Elementary,627,NA,627
2024-2025,43,Henrico County,440,Pemberton Elementary,344,NA,344
2024-2025,43,Henrico County,570,Pinchbeck Elementary,539,NA,539
2024-2025,43,Henrico County,280,Pocahontas Middle,914,NA,914
2024-2025,43,Henrico County,690,Quioccasin Middle,1053,NA,1053
2024-2025,43,Henrico County,630,R.C. Longan Elementary,491,NA,491
2024-2025,43,Henrico County,90,Ridge Elementary,512,NA,512
2024-2025,43,Henrico County,240,Rivers Edge Elementary,735,NA,735
2024-2025,43,Henrico County,650,Ruby F. Carver Elementary,509,NA,509
2024-2025,43,Henrico County,220,Sandston Elementary,201,NA,201
2024-2025,43,Henrico County,550,Seven Pines Elementary,399,NA,399
2024-2025,43,Henrico County,710,Shady Grove Elementary,600,NA,600
2024-2025,43,Henrico County,60,Short Pump Elementary,545,NA,545
2024-2025,43,Henrico County,80,Short Pump Middle,1056,NA,1056
2024-2025,43,Henrico County,480,Skipwith Elementary,603,NA,603
2024-2025,43,Henrico County,230,Springfield Park Elementary,652,NA,652
2024-2025,43,Henrico County,10,Three Chopt Elementary,306,NA,306
2024-2025,43,Henrico County,360,Tuckahoe Elementary,682,NA,682
2024-2025,43,Henrico County,520,Tuckahoe Middle,1114,NA,1114
2024-2025,43,Henrico County,310,Twin Hickory Elementary,516,NA,516
2024-2025,43,Henrico County,290,Varina Elementary,274,NA,274
2024-2025,43,Henrico County,580,Varina High,1420,NA,1420
2024-2025,44,Henry County,361,Axton Elementary,371,NA,371
2024-2025,44,Henry County,10,Bassett High,1098,NA,1098
2024-2025,44,Henry County,590,Campbell Court Elementary,249,NA,249
2024-2025,44,Henry County,530,Drewry Mason Elementary,382,NA,382
2024-2025,44,Henry County,620,Fieldale-Collinsville Middle,792,NA,792
2024-2025,44,Henry County,480,G.W. Carver Elementary,460,NA,460
2024-2025,44,Henry County,670,Laurel Park Middle,734,NA,734
2024-2025,44,Henry County,20,Magna Vista High,1147,NA,1147
2024-2025,44,Henry County,661,Meadow View Elementary,659,NA,659
2024-2025,44,Henry County,872,Mount Olivet Elementary,271,NA,271
2024-2025,44,Henry County,740,Rich Acres Elementary,253,NA,253
2024-2025,44,Henry County,220,Sanville Elementary,250,NA,250
2024-2025,44,Henry County,760,Stanleytown Elementary,250,NA,250
2024-2025,45,Highland County,110,Highland Elementary,105,NA,105
2024-2025,45,Highland County,220,Highland High,103,NA,103
2024-2025,114,Hopewell City,110,Carter G. Woodson Middle,803,NA,803
2024-2025,114,Hopewell City,40,Dupont Elementary,589,NA,589
2024-2025,114,Hopewell City,140,Harry E. James Elementary,535,NA,535
2024-2025,114,Hopewell City,120,Hopewell High,1138,NA,1138
2024-2025,114,Hopewell City,70,Patrick Copeland Elementary,579,NA,579
2024-2025,114,Hopewell City,151,Woodlawn Pre-School Learning Center,307,NA,307
2024-2025,46,Isle of Wight County,421,Carrollton Elementary,569,NA,569
2024-2025,46,Isle of Wight County,280,Carrsville Elementary,232,NA,232
2024-2025,46,Isle of Wight County,422,Georgie D. Tyler Middle,368,NA,368
2024-2025,46,Isle of Wight County,320,Hardy Elementary,649,NA,649
2024-2025,46,Isle of Wight County,40,Smithfield High,1322,NA,1322
2024-2025,46,Isle of Wight County,50,Smithfield Middle,565,NA,565
2024-2025,46,Isle of Wight County,424,Westside Elementary,682,NA,682
2024-2025,46,Isle of Wight County,240,Windsor Elementary,624,NA,624
2024-2025,46,Isle of Wight County,250,Windsor High,508,NA,508
2024-2025,48,King George County,100,King George Elementary,683,NA,683
2024-2025,48,King George County,120,King George High,1493,2,1495
2024-2025,48,King George County,10,King George Middle,1097,1,1098
2024-2025,48,King George County,50,Potomac Elementary,566,NA,566
2024-2025,48,King George County,221,Sealston Elementary,753,NA,753
2024-2025,50,King William County,180,Acquinton Elementary,472,NA,472
2024-2025,50,King William County,190,Cool Spring Primary,512,NA,512
2024-2025,50,King William County,160,Hamilton Holmes Middle,445,NA,445
2024-2025,50,King William County,130,King William High,685,NA,685
2024-2025,49,King and Queen County,280,Central High,265,NA,265
2024-2025,49,King and Queen County,200,King & Queen Elementary,168,NA,168
2024-2025,49,King and Queen County,290,Lawson-Marriott Elementary,178,NA,178
2024-2025,51,Lancaster County,310,Lancaster Early Childhood Education Center,74,NA,74
2024-2025,51,Lancaster County,110,Lancaster Elementary School,542,NA,542
2024-2025,51,Lancaster County,10,Lancaster High,402,NA,402
2024-2025,52,Lee County,160,Dryden Elementary,237,NA,237
2024-2025,52,Lee County,330,Elk Knob Elementary,291,NA,291
2024-2025,52,Lee County,820,Elydale Middle,133,NA,133
2024-2025,52,Lee County,630,Flatwoods Elementary,336,NA,336
2024-2025,52,Lee County,470,Jonesville Middle,231,NA,231
2024-2025,52,Lee County,300,Lee High,803,NA,803
2024-2025,52,Lee County,290,Pennington Middle,278,NA,278
2024-2025,52,Lee County,670,Rose Hill Elementary,256,NA,256
2024-2025,52,Lee County,200,St. Charles Elementary,110,NA,110
2024-2025,52,Lee County,880,Thomas Walker High,291,NA,291
2024-2025,137,Lexington City,1390,Harrington Waddell Elementary,350,NA,350
2024-2025,137,Lexington City,1440,Lylburn Downing Middle,187,NA,187
2024-2025,137,Lexington City,22,Rockbridge County High,1,NA,1
2024-2025,53,Loudoun County,510,Aldie Elementary,90,NA,90
2024-2025,53,Loudoun County,150,Algonkian Elementary,457,NA,457
2024-2025,53,Loudoun County,610,Arcola Elementary,748,NA,748
2024-2025,53,Loudoun County,170,Ashburn Elementary,513,NA,513
2024-2025,53,Loudoun County,220,Ball's Bluff Elementary,465,NA,465
2024-2025,53,Loudoun County,650,Banneker Elementary,139,NA,139
2024-2025,53,Loudoun County,940,Belmont Ridge Middle,1073,NA,1073
2024-2025,53,Loudoun County,300,Belmont Station Elementary,605,NA,605
2024-2025,53,Loudoun County,790,Blue Ridge Middle,716,2,718
2024-2025,53,Loudoun County,1120,Brambleton Middle,1165,NA,1165
2024-2025,53,Loudoun County,420,Briar Woods High,1865,NA,1865
2024-2025,53,Loudoun County,740,Broad Run High,1561,1,1562
2024-2025,53,Loudoun County,450,Buffalo Trail Elementary,756,NA,756
2024-2025,53,Loudoun County,460,Cardinal Ridge Elementary,834,NA,834
2024-2025,53,Loudoun County,710,Catoctin Elementary,602,NA,602
2024-2025,53,Loudoun County,840,Cedar Lane Elementary,701,NA,701
2024-2025,53,Loudoun County,160,Cool Spring Elementary,591,NA,591
2024-2025,53,Loudoun County,890,Countryside Elementary,648,NA,648
2024-2025,53,Loudoun County,540,Creighton's Corner Elementary,825,NA,825
2024-2025,53,Loudoun County,1000,Discovery Elementary,639,NA,639
2024-2025,53,Loudoun County,31,Dominion High,1455,1,1456
2024-2025,53,Loudoun County,470,Dominion Trail Elementary,566,NA,566
2024-2025,53,Loudoun County,880,Eagle Ridge Middle,1259,NA,1259
2024-2025,53,Loudoun County,1151,Elaine E. Thompson Elementary,756,NA,756
2024-2025,53,Loudoun County,730,Emerick Elementary,416,NA,416
2024-2025,53,Loudoun County,190,Evergreen Mill Elementary,569,NA,569
2024-2025,53,Loudoun County,210,Farmwell Station Middle,981,2,983
2024-2025,53,Loudoun County,970,Forest Grove Elementary,529,NA,529
2024-2025,53,Loudoun County,91,Frances Hazel Reid Elementary,648,NA,648
2024-2025,53,Loudoun County,530,Frederick Douglass Elementary,581,NA,581
2024-2025,53,Loudoun County,120,Freedom High,1887,1,1888
2024-2025,53,Loudoun County,371,Goshen Post Elementary,851,NA,851
2024-2025,53,Loudoun County,720,Guilford Elementary,504,NA,504
2024-2025,53,Loudoun County,230,Hamilton Elementary,170,NA,170
2024-2025,53,Loudoun County,921,Harmony Middle,1115,1,1116
2024-2025,53,Loudoun County,520,Harper Park Middle,858,NA,858
2024-2025,53,Loudoun County,116,Henrietta Lacks Elementary,780,NA,780
2024-2025,53,Loudoun County,900,Heritage High,1477,1,1478
2024-2025,53,Loudoun County,111,Hillsboro Charter Academy,144,NA,144
2024-2025,53,Loudoun County,400,Hillside Elementary,656,NA,656
2024-2025,53,Loudoun County,820,Horizon Elementary,510,NA,510
2024-2025,53,Loudoun County,1131,Hovatter Elementary,810,NA,810
2024-2025,53,Loudoun County,960,Hutchison Farm Elementary,672,NA,672
2024-2025,53,Loudoun County,1110,Independence High,2169,3,2172
2024-2025,53,Loudoun County,20,J. Lupton Simpson Middle,874,NA,874
2024-2025,53,Loudoun County,580,J. Michael Lunsford Middle,1182,NA,1182
2024-2025,53,Loudoun County,370,John Champe High,1855,NA,1855
2024-2025,53,Loudoun County,950,John W. Tolbert Jr. Elementary,617,NA,617
2024-2025,53,Loudoun County,600,Kenneth W.Culbert Elementary,417,NA,417
2024-2025,53,Loudoun County,80,Leesburg Elementary,428,NA,428
2024-2025,53,Loudoun County,430,Legacy Elementary,627,NA,627
2024-2025,53,Loudoun County,560,Liberty Elementary,813,NA,813
2024-2025,53,Loudoun County,1130,Lightridge High,2032,NA,2032
2024-2025,53,Loudoun County,290,Lincoln Elementary,91,NA,91
2024-2025,53,Loudoun County,860,Little River Elementary,701,NA,701
2024-2025,53,Loudoun County,660,Loudoun County High,1334,NA,1334
2024-2025,53,Loudoun County,680,Loudoun Valley High,1152,2,1154
2024-2025,53,Loudoun County,780,Lovettsville Elementary,510,NA,510
2024-2025,53,Loudoun County,500,Lowes Island Elementary,528,NA,528
2024-2025,53,Loudoun County,130,Lucketts Elementary,242,NA,242
2024-2025,53,Loudoun County,1030,Madison's Trust Elementary,1004,NA,1004
2024-2025,53,Loudoun County,70,Meadowland Elementary,403,NA,403
2024-2025,53,Loudoun County,320,Mercer Middle,1459,NA,1459
2024-2025,53,Loudoun County,1200,Middleburg Community Charter,145,NA,145
2024-2025,53,Loudoun County,910,Mill Run Elementary,636,NA,636
2024-2025,53,Loudoun County,380,Moorefield Station Elementary,963,NA,963
2024-2025,53,Loudoun County,980,Mountain View Elementary,649,NA,649
2024-2025,53,Loudoun County,270,Newton-Lee Elementary,505,NA,505
2024-2025,53,Loudoun County,60,Park View High,1412,NA,1412
2024-2025,53,Loudoun County,340,Pinebrook Elementary,699,NA,699
2024-2025,53,Loudoun County,140,Potomac Falls High,1662,2,1664
2024-2025,53,Loudoun County,250,Potowmack Elementary,569,NA,569
2024-2025,53,Loudoun County,930,River Bend Middle,1137,NA,1137
2024-2025,53,Loudoun County,1050,Riverside High,1714,3,1717
2024-2025,53,Loudoun County,1060,Rock Ridge High,1604,2,1606
2024-2025,53,Loudoun County,40,Rolling Ridge Elementary,562,NA,562
2024-2025,53,Loudoun County,550,Rosa Lee Carter Elementary,793,NA,793
2024-2025,53,Loudoun County,180,Round Hill Elementary,521,NA,521
2024-2025,53,Loudoun County,240,Sanders Corner Elementary,503,NA,503
2024-2025,53,Loudoun County,870,Seldens Landing Elementary,508,NA,508
2024-2025,53,Loudoun County,30,Seneca Ridge Middle,862,NA,862
2024-2025,53,Loudoun County,90,Smart's Mill Middle,886,NA,886
2024-2025,53,Loudoun County,690,Sterling Elementary,430,NA,430
2024-2025,53,Loudoun County,760,Sterling Middle,968,1,969
2024-2025,53,Loudoun County,350,Steuart W. Weller Elementary,710,NA,710
2024-2025,53,Loudoun County,850,Stone Bridge High,1634,2,1636
2024-2025,53,Loudoun County,570,Stone Hill Middle,1146,NA,1146
2024-2025,53,Loudoun County,10,Sugarland Elementary,502,NA,502
2024-2025,53,Loudoun County,750,Sully Elementary,476,NA,476
2024-2025,53,Loudoun County,280,Sycolin Creek Elementary,452,NA,452
2024-2025,53,Loudoun County,1040,Trailside Middle,1131,NA,1131
2024-2025,53,Loudoun County,200,Tuscarora High,1379,1,1380
2024-2025,53,Loudoun County,532,W.O. Robey High,59,NA,59
2024-2025,53,Loudoun County,700,Waterford Elementary,243,NA,243
2024-2025,53,Loudoun County,117,Watson Mountain Middle,533,NA,533
2024-2025,53,Loudoun County,1140,Waxpool Elementary,678,NA,678
2024-2025,53,Loudoun County,360,Willard Middle,1684,NA,1684
2024-2025,53,Loudoun County,590,Woodgrove High,1567,6,1573
2024-2025,54,Louisa County,660,Jouett Elementary,647,NA,647
2024-2025,54,Louisa County,602,Louisa County High,1601,NA,1601
2024-2025,54,Louisa County,601,Louisa County Middle,1231,NA,1231
2024-2025,54,Louisa County,80,Moss-Nuckols Elementary,637,NA,637
2024-2025,54,Louisa County,610,Thomas Jefferson Elementary,672,NA,672
2024-2025,54,Louisa County,641,Trevilians Elementary,546,NA,546
2024-2025,55,Lunenburg County,560,Central High,464,NA,464
2024-2025,55,Lunenburg County,240,Kenbridge Elementary,372,NA,372
2024-2025,55,Lunenburg County,171,Lunenburg Middle,341,NA,341
2024-2025,55,Lunenburg County,140,Victoria Elementary,400,NA,400
2024-2025,115,Lynchburg City,290,Bedford Hills Elementary,402,1,403
2024-2025,115,Lynchburg City,70,Dearington Elementary/Innovation,180,1,181
2024-2025,115,Lynchburg City,260,E.C. Glass High,1220,NA,1220
2024-2025,115,Lynchburg City,1102,Heritage Elementary,448,8,456
2024-2025,115,Lynchburg City,130,Heritage High,1113,NA,1113
2024-2025,115,Lynchburg City,360,Linkhorne Elementary,378,3,381
2024-2025,115,Lynchburg City,350,Linkhorne Middle,519,NA,519
2024-2025,115,Lynchburg City,170,Paul Laurence Dunbar Middle for Innovation,531,NA,531
2024-2025,115,Lynchburg City,330,Paul Munro Elementary,356,1,357
2024-2025,115,Lynchburg City,270,Perrymont Elementary,377,11,388
2024-2025,115,Lynchburg City,190,Robert S. Payne Elementary,435,3,438
2024-2025,115,Lynchburg City,370,Sandusky Elementary,316,6,322
2024-2025,115,Lynchburg City,340,Sandusky Middle,583,NA,583
2024-2025,115,Lynchburg City,300,Sheffield Elementary,443,6,449
2024-2025,115,Lynchburg City,90,T.C. Miller Elementary School for Innovation,168,NA,168
2024-2025,115,Lynchburg City,250,William M. Bass Elementary,188,6,194
2024-2025,56,Madison County,221,Madison County High,530,NA,530
2024-2025,56,Madison County,230,Madison Primary,365,1,366
2024-2025,56,Madison County,200,Waverly Yowell Elementary,334,NA,334
2024-2025,56,Madison County,222,William H. Wetsel Middle,356,NA,356
2024-2025,143,Manassas City,470,Baldwin Elementary,631,61,692
2024-2025,143,Manassas City,471,Baldwin Intermediate,260,NA,260
2024-2025,143,Manassas City,60,George Carr Round Elementary,512,72,584
2024-2025,143,Manassas City,70,Grace E. Metz Middle,1111,NA,1111
2024-2025,143,Manassas City,310,Jennie Dean Elementary,579,70,649
2024-2025,143,Manassas City,80,Mayfield Intermediate,840,NA,840
2024-2025,143,Manassas City,370,Osbourn High,2302,NA,2302
2024-2025,143,Manassas City,20,Richard C. Haydon Elementary,556,54,610
2024-2025,143,Manassas City,10,Weems Elementary,556,59,615
2024-2025,144,Manassas Park City,522,Cougar Elementary,857,NA,857
2024-2025,144,Manassas Park City,420,Manassas Park Elementary,712,NA,712
2024-2025,144,Manassas Park City,30,Manassas Park High,1070,1,1071
2024-2025,144,Manassas Park City,31,Manassas Park Middle,753,NA,753
2024-2025,116,Martinsville City,222,Albert Harris Elementary,399,NA,399
2024-2025,116,Martinsville City,224,Clearview Early Learning Center,110,NA,110
2024-2025,116,Martinsville City,110,Martinsville High,540,NA,540
2024-2025,116,Martinsville City,10,Martinsville Middle,387,NA,387
2024-2025,116,Martinsville City,223,Patrick Henry Elementary,357,NA,357
2024-2025,57,Mathews County,291,Mathews Elementary,281,NA,281
2024-2025,57,Mathews County,190,Mathews High,334,NA,334
2024-2025,57,Mathews County,100,Thomas Hunter Middle,176,NA,176
