school_year,division_number,division_name,behavior_category_code,behavior_category,behavior_code,behavior,number_of_events,region_name,region_number,GEOID
2023-2024,73,Prince Edward County,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",121,Southside,8,51147
2023-2024,73,Prince Edward County,RB,Relationship Behaviors,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",7,Southside,8,51147
2023-2024,73,Prince Edward County,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,61,Southside,8,51147
2023-2024,73,Prince Edward County,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,13,Southside,8,51147
2023-2024,73,Prince Edward County,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",11,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,6,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC1,"Alcohol: Possessing, using, or being under the influence of alcohol",1,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",138,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC18,"Exposing body parts, lewd or indecent public behavior",4,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",7,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC22,Stealing money or property using physical force (no weapon involved),2,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,3,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,1,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,5,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,57,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,29,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,1,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,6,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC9,Bus: Distracting the bus driver,24,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,1,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,5,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",64,Southside,8,51147
2023-2024,73,Prince Edward County,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",15,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",29,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",3,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,14,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO2,Assault and Battery: Causing physical injury to another person,14,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,15,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,4,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO5,"Drugs: Possessing controlled substances, illegal drugs inhalants, or synthetic hallucinogens or unauthorized prescription medications",10,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",2,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO7,Drugs: Using controlled substances or using  illegal drugs or synthetic hallucinogens or unauthorized prescription medications ,5,Southside,8,51147
2023-2024,73,Prince Edward County,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",7,Southside,8,51147
2023-2024,73,Prince Edward County,PD,Behaviors to Determine Persistently Dangerous Schools,PD13,Illegal Possession of Any Other Projectile Weapon,1,Southside,8,51147
2023-2024,73,Prince Edward County,PD,Behaviors to Determine Persistently Dangerous Schools,PD15,"Illegal Possession of Other Firearms: firebombs, explosive materials or devices, hoax explosive devices per ¿ 18.2-85, or explosive incendiary devices, as defined in ¿ 18.2-433.1, or chemical bombs per ¿ 18.2-87.1",1,Southside,8,51147
2023-2024,74,Prince George County,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",129,Central Virginia,1,51149
2023-2024,74,Prince George County,BAP,Behaviors that Impede Academic Progress,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",12,Central Virginia,1,51149
2023-2024,74,Prince George County,BAP,Behaviors that Impede Academic Progress,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",6,Central Virginia,1,51149
2023-2024,74,Prince George County,BAP,Behaviors that Impede Academic Progress,BAP4,Unexcused tardiness to class,20,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO10,Possession of stolen items,3,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO11,Unauthorized use of school electronic or other equipment,19,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",7,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",13,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,8,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",18,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,226,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO15,Student is not going to class as assigned,45,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",21,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,32,Central Virginia,1,51149
2023-2024,74,Prince George County,BSO,Behaviors related to School Operations,BSO12,Violation of the Acceptable Use of Technology/internet policy,24,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,122,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB5,Stealing money or property without physical force,24,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",18,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",24,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",102,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,127,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",37,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",168,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",39,Central Virginia,1,51149
2023-2024,74,Prince George County,RB,Relationship Behaviors,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),18,Central Virginia,1,51149
2023-2024,74,Prince George County,BSC,Behaviors of a Safety Concern,BSC1,"Alcohol: Possessing, using, or being under the influence of alcohol",4,Central Virginia,1,51149
2023-2024,74,Prince George County,BSC,Behaviors of a Safety Concern,BSC2,Alcohol: Distributing alcohol to other students,1,Central Virginia,1,51149
2023-2024,74,Prince George County,BSC,Behaviors of a Safety Concern,BSC3,Drugs: Possessing drug paraphernalia,7,Central Virginia,1,51149
2023-2024,74,Prince George County,BSC,Behaviors of a Safety Concern,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,4,Central Virginia,1,51149
2023-2024,74,Prince George County,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",87,Central Virginia,1,51149
2023-2024,74,Prince George County,BSC,Behaviors of a Safety Concern,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,4,Central Virginia,1,51149
